Date,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2019-05-20,2468.8977097908564,10364.27215460921,1133.4492011711704,18916.964055843255,17085.705475244984,25068.931569301087,2752.4841146460617,1543.0341807815037,1510.1651098313725,7653.0929010708405,15639.933654074226
2019-05-21,2506.9371584473706,10478.042360037365,1146.238472834597,19082.07033451078,17291.778041952573,25376.878757854865,2744.842305547617,1556.2993110100745,1511.7040009079667,7718.88128026792,15745.921041130507
2019-05-22,2489.979813865551,10469.43969800121,1127.7650804318698,18987.222046765604,17147.52724525726,25231.365251175608,2759.6483106758537,1562.2900149842678,1523.7586476746235,7766.491291528965,15585.581147891518
2019-05-23,2451.940365209037,10323.194443386568,1091.8840682650343,18709.702982622315,16891.08138446559,24798.208766176886,2756.7826322639366,1570.8481635188298,1536.5827399795774,7738.790921340722,15398.065001561175
2019-05-24,2465.68956351862,10321.043777877529,1094.0156135422721,18857.244763559254,16902.529860393788,24811.744906333093,2748.1855970281867,1573.4156080791984,1534.0179215185867,7754.372379571609,15417.088378725122
2019-05-28,2442.3159263923285,10366.207753567345,1082.2921145174644,18646.4707907922,16735.38211184208,24723.75999531773,2700.1854836285806,1555.8714035833464,1508.626218754778,7641.839625681867,15317.895054941682
2019-05-29,2440.4826999510506,10267.277140151557,1075.5422211395448,18625.393393515493,16659.82217071596,24578.24648863847,2680.8421543481427,1538.3271990874948,1488.8771166051488,7569.126153937726,15183.372602139478
2019-05-30,2445.982379274884,10286.633129732907,1062.4865063164636,18551.622503047023,16736.526959434897,24730.528065395833,2692.304867995809,1547.7411624755127,1487.0817436824552,7610.676709220092,15274.413049995515
2019-05-31,2418.0256760453976,10129.63454757307,1045.1677009389073,18274.103438903734,16497.253812535524,24327.827895748585,2656.4838878468495,1559.7225704238995,1494.2632353732295,7550.082149433308,15074.667589774062
2019-06-03,2494.104573358426,9809.185386726278,1058.8451164678493,18393.54202347173,16609.448876631883,23901.439480827965,2690.394415721198,1566.5690892515488,1508.882700600877,7573.454336779638,14946.9392002447
2019-06-04,2566.9753243992177,10015.649275594009,1076.4303650050608,18892.37375902043,17007.855838933225,24686.535609888153,2713.7974560851853,1557.5830332902588,1510.1651098313725,7702.434185468651,15354.582996615009
2019-06-05,2587.599121863593,10026.402603139202,1064.8844947533562,19011.812343588426,17188.741758598775,25028.323148832453,2747.707983959534,1593.9551645621468,1542.4818224398562,7755.2380161399915,15429.317692616232
2019-06-06,2616.472438313718,10062.963916792864,1083.8907734753927,19089.096133603016,17197.90053934134,25309.19805707382,2773.0214765981323,1596.9505165492435,1551.458687053324,7782.938386328235,15505.411201272023
2019-06-07,2636.6379291677736,10224.26382997078,1088.3314928029715,19053.96713814184,17337.57194566537,25784.65498006069,2799.7678084426884,1601.2295908165245,1540.1734858249645,7877.292772281942,15729.615289275695
2019-06-10,2640.7626886606486,10225.42518934566,1091.8840682650343,19215.56051726325,17360.46889752177,26033.381555431057,2801.2006476486467,1596.094701695787,1530.1706938271004,7901.097777912465,15865.496554732465
2019-06-11,2639.3877688296907,10260.82514362444,1093.6603559960658,19215.56051726325,17209.349015269538,26046.917695587264,2810.752909021703,1599.517961109612,1520.4243836753355,7883.35222826062,15923.925498878876
2019-06-12,2648.09559442576,10213.596529045946,1078.029023962989,19039.915539957372,17243.694443054137,25901.40418890801,2813.6185874336193,1605.0807576570771,1540.6864495171626,7924.037146974605,15914.413810296903
2019-06-13,2663.678019176621,10329.646439913684,1091.528810718828,19096.121932695252,17337.57194566537,25975.852959767166,2820.3051703947585,1607.6482022174457,1543.2512679781535,7916.246417859161,16061.165576990214
2019-06-14,2651.7620473083152,10349.002429495033,1083.5355159291864,19138.27672724866,17268.881090096176,25745.73857711159,2821.738009600717,1613.210998764911,1559.1531424362963,7899.799323059891,16099.21233131811
2019-06-17,2627.471796961385,10469.43969800121,1092.9498409036532,18962.631749942782,17209.349015269538,25786.34699758022,2813.6185874336193,1631.1831106874906,1553.2540599760175,7935.290422363579,16101.929956627244
2019-06-18,2647.6372878154407,10523.206335727182,1108.2259153905236,19215.56051726325,17539.06512200168,26229.655587696103,2798.812582305383,1626.90403642021,1548.893868592333,8001.9444381290405,16226.940720847473
